date,true_proxy_end_date,act360_years,true_1d_forward_proxy,cubic_instantaneous_forward,difference_bp
2027-03-20,2027-03-21,0.5083333333333333,0.0723063171294136,0.07222297634779883,-0.833407816147741
2027-03-27,2027-03-28,0.5277777777777778,0.07213859537732681,0.07207170549442361,-0.6688988290319553
2027-04-03,2027-04-04,0.5472222222222223,0.07197404771686955,0.07192414308403487,-0.49904632834676943
2027-04-10,2027-04-11,0.5666666666666667,0.07181262773093167,0.07177949460739383,-0.3313312353783737
2027-04-17,2027-04-18,0.5861111111111111,0.0716542896565997,0.071637367887664,-0.1692176893569597
2027-04-24,2027-04-25,0.6055555555555555,0.07149898837532476,0.0714973707480089,-0.016176273158613474
2027-05-01,2027-05-02,0.625,0.07134667940396966,0.071359111011592,0.1243160762233464
2027-05-08,2027-05-09,0.6444444444444445,0.07119731888577618,0.07122219650157681,0.24877615800625308
2027-05-15,2027-05-16,0.6638888888888889,0.07105086358133228,0.07108623504112684,0.35371459794555915
2027-05-22,2027-05-23,0.6833333333333333,0.0709072708597791,0.0709508344534056,0.4356359362649165
2027-05-29,2027-05-30,0.7027777777777777,0.07076649869017793,0.07081560256157655,0.49103871398628596
2027-06-05,2027-06-06,0.7222222222222222,0.07062850563287704,0.07068014718880325,0.5164155592621289
2027-06-12,2027-06-13,0.7416666666666667,0.07049325083127833,0.07054407615824917,0.5082532697084363
2027-06-19,2027-06-20,0.7611111111111111,0.07036069400336409,0.07040699729307781,0.46303289713722773
2027-06-26,2027-06-27,0.7805555555555556,0.07023079543346356,0.07026923302515604,0.3843759169248895
2027-07-03,2027-07-04,0.8,0.07010351596449915,0.07013383023203236,0.3031426753320743
2027-07-10,2027-07-11,0.8194444444444444,0.06997881698959318,0.07000121949658085,0.22402506987664883
2027-07-17,2027-07-18,0.8388888888888889,0.06985666044455385,0.06987144272245845,0.14782277904593077
2027-07-24,2027-07-25,0.8583333333333333,0.06973700880004152,0.06974454181332196,0.07533013280436318
2027-07-31,2027-08-01,0.8777777777777778,0.06961982505405473,0.06962055867282829,0.007336187735629274
2027-08-07,2027-08-08,0.8972222222222223,0.06950507272417639,0.06949953520463432,-0.05537519542062053
2027-08-14,2027-08-15,0.9166666666666666,0.06939271584053941,0.0693815133123969,-0.11202528142503776
2027-08-21,2027-08-22,0.9361111111111111,0.06928271893839266,0.0692665348997729,-0.16184038619762586
2027-08-28,2027-08-29,0.9555555555555556,0.06917504705058697,0.06915464187041921,-0.2040518016775683
2027-09-04,2027-09-05,0.975,0.06906966570110029,0.06904587612799269,-0.23789573107599327
2027-09-11,2027-09-12,0.9944444444444445,0.06896654089768361,0.06894027957615019,-0.2626132153342453
2027-09-18,2027-09-19,1.0138888888888888,0.06886563912498644,0.06883789411854861,-0.27745006437832065
2027-09-25,2027-09-26,1.0333333333333334,0.06876692733792211,0.0687386710098806,-0.282563280415149
2027-10-02,2027-10-03,1.0527777777777778,0.06867037295495315,0.06864189168721192,-0.28481267741228833
2027-10-09,2027-10-10,1.0722222222222222,0.06857594385137666,0.06854736683678386,-0.2857701459280104
2027-10-16,2027-10-17,1.0916666666666666,0.06848360835324918,0.06845506426610862,-0.28544087140564
2027-10-23,2027-10-24,1.1111111111111112,0.06839333523027236,0.06836495178269829,-0.28383447574067966
2027-10-30,2027-10-31,1.1305555555555555,0.06830509369027737,0.06827699719406505,-0.2809649621232646
2027-11-06,2027-11-07,1.15,0.06821885337235045,0.06819116830772108,-0.27685064629370815
2027-11-13,2027-11-14,1.1694444444444445,0.06813458434139719,0.06810743293117857,-0.27151410218612115
2027-11-20,2027-11-21,1.1888888888888889,0.06805225708126805,0.06802575887194966,-0.2649820931839575
2027-11-27,2027-11-28,1.2083333333333333,0.06797184248972243,0.06794611393754646,-0.2572855217597425
2027-12-04,2027-12-05,1.2277777777777779,0.06789331187179393,0.06786846593548122,-0.24845936312703487
2027-12-11,2027-12-12,1.2472222222222222,0.06781663693467443,0.06779278267326604,-0.23854261408398636
2027-12-18,2027-12-19,1.2666666666666666,0.06774178978131928,0.06771903195841313,-0.22757822906158132
2027-12-25,2027-12-26,1.2861111111111112,0.06766874290549119,0.06764718159843461,-0.21561307056577883
2028-01-01,2028-01-02,1.3055555555555556,0.06759746918600484,0.06757719940084266,-0.2026978516218858
2028-01-08,2028-01-09,1.325,0.06752794188089162,0.06750905317314945,-0.18888707742165112
2028-01-15,2028-01-16,1.3444444444444446,0.0674601346226833,0.06744271072286714,-0.17423899816154664
2028-01-22,2028-01-23,1.363888888888889,0.06739402141281658,0.06737813985750789,-0.1588155530869717
2028-01-29,2028-01-30,1.3833333333333333,0.06732957661603756,0.06731530838458387,-0.14268231453687386
2028-02-05,2028-02-06,1.4027777777777777,0.067266774956245,0.06725418411160722,-0.1259084463778315
2028-02-12,2028-02-13,1.4222222222222223,0.0672055915102554,0.06719473484609013,-0.10856664165267982
2028-02-19,2028-02-20,1.4416666666666667,0.06714600170356633,0.06713692839554476,-0.09073308021564919
2028-02-26,2028-02-27,1.461111111111111,0.06708798130532045,0.06708073256748326,-0.07248737837195485
2028-03-04,2028-03-05,1.4805555555555556,0.0670315064232696,0.0670261151694178,-0.05391253851808053
2028-03-11,2028-03-12,1.5,0.06697655349905851,0.06697304400886055,-0.035094901979643156
2028-03-18,2028-03-19,1.5194444444444444,0.06692309930366847,0.06692148689332365,-0.016124103448117433
