date,act360_years,zero_rate
2026-09-18,0.0,0.078
2026-09-25,0.019444444444444445,0.07786467370959073
2026-10-02,0.03888888888888889,0.07773090568816655
2026-10-09,0.058333333333333334,0.077598679022163
2026-10-16,0.07777777777777778,0.07746797698958499
2026-10-23,0.09722222222222222,0.07733878305772018
2026-10-30,0.11666666666666667,0.07721108088088043
2026-11-06,0.1361111111111111,0.07708485429817134
2026-11-13,0.15555555555555556,0.07696008733128944
2026-11-20,0.175,0.07683676418234653
2026-11-27,0.19444444444444445,0.07671486923172101
2026-12-04,0.21388888888888888,0.07659438703593574
2026-12-11,0.23333333333333334,0.07647530232556214
2026-12-18,0.25277777777777777,0.07635760000315028
2026-12-25,0.2722222222222222,0.0762412651411844
2027-01-01,0.2916666666666667,0.07612628298006387
2027-01-08,0.3111111111111111,0.07601263892610884
2027-01-15,0.33055555555555555,0.0759003185495908
2027-01-22,0.35,0.07578930758278726
2027-01-29,0.36944444444444446,0.07567959191806047
2027-02-05,0.3888888888888889,0.07557115760595988
2027-02-12,0.4083333333333333,0.07546399085334796
2027-02-19,0.42777777777777776,0.0753580780215492
2027-02-26,0.44722222222222224,0.0752534056245218
2027-03-05,0.4666666666666667,0.07514996032705207
2027-03-12,0.4861111111111111,0.07504772894297083
2027-03-19,0.5055555555555555,0.07494669843339209
2027-03-26,0.525,0.07484685590497309
2027-04-02,0.5444444444444444,0.07474818860819596
2027-04-09,0.5638888888888889,0.07465068393567052
2027-04-16,0.5833333333333334,0.07455432942045781
2027-04-23,0.6027777777777777,0.07445911273441444
2027-04-30,0.6222222222222222,0.0743650216865571
2027-05-07,0.6416666666666667,0.07427204422144733
2027-05-14,0.6611111111111111,0.07418016841759596
2027-05-21,0.6805555555555556,0.07408938248588741
2027-05-28,0.7,0.073999674768023
2027-06-04,0.7194444444444444,0.07391103373498366
2027-06-11,0.7388888888888889,0.07382344798551137
2027-06-18,0.7583333333333333,0.07373690624460918
2027-06-25,0.7777777777777778,0.0736513973620598
2027-07-02,0.7972222222222223,0.07356691031096219
2027-07-09,0.8166666666666667,0.07348343418628606
2027-07-16,0.8361111111111111,0.07340095820344426
2027-07-23,0.8555555555555555,0.07331947169688252
2027-07-30,0.875,0.0732389641186865
2027-08-06,0.8944444444444445,0.07315942503720578
2027-08-13,0.9138888888888889,0.07308084413569493
2027-08-20,0.9333333333333333,0.07300321121097092
2027-08-27,0.9527777777777777,0.07292651617208716
2027-09-03,0.9722222222222222,0.07285074903902362
2027-09-10,0.9916666666666667,0.072775899941393
2027-09-17,1.011111111111111,0.07270195911716275
2027-09-24,1.0305555555555554,0.07262891691139256
2027-10-01,1.05,0.07255676377498746
2027-10-08,1.0694444444444444,0.07248549026346592
2027-10-15,1.0888888888888888,0.07241508703574313
2027-10-22,1.1083333333333334,0.07234554485292911
2027-10-29,1.1277777777777778,0.0722768545771413
2027-11-05,1.1472222222222221,0.07220900717033184
2027-11-12,1.1666666666666667,0.07214199369312904
2027-11-19,1.1861111111111111,0.07207580530369292
2027-11-26,1.2055555555555555,0.07201043325658475
2027-12-03,1.225,0.07194586890165025
2027-12-10,1.2444444444444445,0.07188210368291649
2027-12-17,1.2638888888888888,0.07181912913750214
2027-12-24,1.2833333333333334,0.07175693689454093
2027-12-31,1.3027777777777778,0.07169551867411833
2028-01-07,1.3222222222222222,0.0716348662862209
2028-01-14,1.3416666666666666,0.07157497162969864
2028-01-21,1.3611111111111112,0.07151582669123985
2028-01-28,1.3805555555555555,0.07145742354435833
2028-02-04,1.4,0.07139975434839299
2028-02-11,1.4194444444444445,0.07134281134751955
2028-02-18,1.4388888888888889,0.07128658686977417
2028-02-25,1.4583333333333333,0.07123107332608897
2028-03-03,1.4777777777777779,0.07117626320933919
2028-03-10,1.4972222222222222,0.07112214909340187
2028-03-17,1.5166666666666666,0.071068723632226
2028-03-24,1.5361111111111112,0.07101597955891377
2028-03-31,1.5555555555555556,0.07096390968481311
2028-04-07,1.575,0.070912506898621
2028-04-14,1.5944444444444446,0.07086176416549782
2028-04-21,1.613888888888889,0.07081167452619216
2028-04-28,1.6333333333333333,0.07076223109617644
2028-05-05,1.6527777777777777,0.07071342706479272
2028-05-12,1.6722222222222223,0.07066525569440905
2028-05-19,1.6916666666666667,0.07061771031958579
2028-05-26,1.711111111111111,0.07057078434625201
2028-06-02,1.7305555555555556,0.07052447125089195
2028-06-09,1.75,0.07047876457974114
2028-06-16,1.7694444444444444,0.07043365794799225
2028-06-23,1.788888888888889,0.07038914503901039
2028-06-30,1.8083333333333333,0.07034521960355805
2028-07-07,1.8277777777777777,0.07030187545902918
2028-07-14,1.8472222222222223,0.07025910648869248
2028-07-21,1.8666666666666667,0.07021690664094393
2028-07-28,1.886111111111111,0.07017526992856811
2028-08-04,1.9055555555555554,0.07013419042800847
2028-08-11,1.925,0.07009366227864638
2028-08-18,1.9444444444444444,0.07005367968208875
2028-08-25,1.9638888888888888,0.07001423690146424
2028-09-01,1.9833333333333334,0.06997532826072783
2028-09-08,2.0027777777777778,0.06993694814397387
2028-09-15,2.022222222222222,0.06989909099475715
2028-09-22,2.0416666666666665,0.0698617513154222
2028-09-29,2.061111111111111,0.06982492366644065
2028-10-06,2.0805555555555557,0.0697886026657564
2028-10-13,2.1,0.0697527829881387
2028-10-20,2.1194444444444445,0.06971745936454288
2028-10-27,2.138888888888889,0.06968262658147878
2028-11-03,2.158333333333333,0.06964827948038665
2028-11-10,2.1777777777777776,0.06961441295702059
2028-11-17,2.1972222222222224,0.06958102196083918
2028-11-24,2.216666666666667,0.06954810149440348
2028-12-01,2.236111111111111,0.06951564661278223
2028-12-08,2.2555555555555555,0.06948365242296398
2028-12-15,2.275,0.0694521140832764
2028-12-22,2.2944444444444443,0.0694210268028123
2028-12-29,2.313888888888889,0.06939038584086266
2029-01-05,2.3333333333333335,0.06936018650635621
2029-01-12,2.352777777777778,0.06933042415730581
2029-01-19,2.3722222222222222,0.06930109420026136
2029-01-26,2.3916666666666666,0.06927219208976905
2029-02-02,2.411111111111111,0.06924371332783734
2029-02-09,2.4305555555555554,0.0692156534634089
2029-02-16,2.45,0.06918800809183909
2029-02-23,2.4694444444444446,0.06916077285438044
2029-03-02,2.488888888888889,0.06913394343767329
2029-03-09,2.5083333333333333,0.06910751557324252
2029-03-16,2.5277777777777777,0.06908148503700001
2029-03-23,2.547222222222222,0.06905584764875326
2029-03-30,2.566666666666667,0.06903059927171962
2029-04-06,2.5861111111111112,0.0690057358120463
2029-04-13,2.6055555555555556,0.06898125321833601
2029-04-20,2.625,0.06895714748117829
2029-04-27,2.6444444444444444,0.06893341463268625
2029-05-04,2.6638888888888888,0.06891005074603886
2029-05-11,2.683333333333333,0.06888705193502843
2029-05-18,2.702777777777778,0.06886441435361379
2029-05-25,2.7222222222222223,0.06884213419547824
2029-06-01,2.7416666666666667,0.06882020769359316
2029-06-08,2.761111111111111,0.06879863111978633
2029-06-15,2.7805555555555554,0.06877740078431566
2029-06-22,2.8,0.06875651303544768
2029-06-29,2.8194444444444446,0.06873596425904113
2029-07-06,2.838888888888889,0.06871575087813528
2029-07-13,2.8583333333333334,0.06869586935254321
2029-07-20,2.8777777777777778,0.06867631617844977
2029-07-27,2.897222222222222,0.06865708788801426
2029-08-03,2.9166666666666665,0.06863818104897776
2029-08-10,2.936111111111111,0.06861959226427503
2029-08-17,2.9555555555555557,0.06860131817165092
2029-08-24,2.975,0.06858335544328145
2029-08-31,2.9944444444444445,0.06856570078539893
2029-09-07,3.013888888888889,0.06854835093792178
2029-09-14,3.033333333333333,0.06853130267408855
2029-09-21,3.0527777777777776,0.06851455280009625
2029-09-28,3.0722222222222224,0.0684980981547427
2029-10-05,3.091666666666667,0.0684819356090733
2029-10-12,3.111111111111111,0.06846606206603172
2029-10-19,3.1305555555555555,0.06845047446011476
2029-10-26,3.15,0.06843516975703115
2029-11-02,3.1694444444444443,0.06842014495336425
2029-11-09,3.188888888888889,0.0684053970762389
2029-11-16,3.2083333333333335,0.06839092318299173
2029-11-23,3.227777777777778,0.06837672036084579
2029-11-30,3.2472222222222222,0.06836278572658847
2029-12-07,3.2666666666666666,0.06834911642625342
2029-12-14,3.286111111111111,0.06833570963480615
2029-12-21,3.3055555555555554,0.06832256255583305
2029-12-28,3.325,0.06830967242123426
